MONTH,YEAR,Predicted_Cases,BARANGAY_ID
8,2015,3.0,38
9,2015,6.0,38
10,2015,8.0,38
11,2015,6.0,38
12,2015,1.0,38
1,2016,0.0,38
2,2016,0.0,38
3,2016,0.0,38
4,2016,0.0,38
5,2016,0.0,38
6,2016,0.0,38
7,2016,0.0,38
8,2016,0.0,38
9,2016,0.0,38
10,2016,0.0,38
11,2016,0.0,38
12,2016,1.0,38
1,2017,0.0,38
2,2017,0.0,38
3,2017,0.0,38
4,2017,0.0,38
5,2017,1.0,38
6,2017,0.0,38
7,2017,0.0,38
8,2017,0.0,38
9,2017,1.0,38
10,2017,2.0,38
11,2017,2.0,38
12,2017,0.0,38
1,2018,0.0,38
2,2018,0.0,38
3,2018,0.0,38
4,2018,2.0,38
5,2018,0.0,38
6,2018,0.0,38
7,2018,1.0,38
8,2018,0.0,38
9,2018,1.0,38
10,2018,1.0,38
11,2018,0.0,38
12,2018,2.0,38
1,2019,0.0,38
2,2019,0.0,38
3,2019,0.0,38
4,2019,1.0,38
5,2019,0.0,38
6,2019,1.0,38
7,2019,2.0,38
8,2019,6.0,38
9,2019,21.0,38
10,2019,6.0,38
11,2019,5.0,38
12,2019,1.0,38
1,2020,0.0,38
2,2020,0.0,38
3,2020,0.0,38
4,2020,0.0,38
5,2020,0.0,38
6,2020,0.0,38
7,2020,0.0,38
8,2020,0.0,38
9,2020,0.0,38
10,2020,0.0,38
11,2020,0.0,38
12,2020,0.0,38
1,2021,0.0,38
2,2021,1.0,38
3,2021,0.0,38
4,2021,0.0,38
5,2021,0.0,38
6,2021,0.0,38
7,2021,1.0,38
8,2021,0.0,38
9,2021,0.0,38
10,2021,0.0,38
11,2021,0.0,38
12,2021,0.0,38
1,2022,0.0,38
2,2022,0.0,38
3,2022,0.0,38
4,2022,0.0,38
5,2022,1.0,38
6,2022,0.0,38
7,2022,0.0,38
8,2022,1.0,38
9,2022,0.0,38
10,2022,0.0,38
11,2022,3.0,38
12,2022,1.0,38
1,2023,1.0,38
2,2023,1.0,38
3,2023,0.0,38
4,2023,0.0,38
5,2023,0.0,38
6,2023,0.0,38
7,2023,0.0,38
8,2023,0.0,38
9,2023,0.0,38
10,2023,0.0,38
11,2023,0.0,38
12,2023,0.0,38
1,2024,0.0,38
2,2024,1.0,38
3,2024,0.0,38
4,2024,1.0,38
5,2024,0.0,38
6,2024,0.0,38
7,2024,0.0,38
8,2024,0.0,38
9,2024,0.0,38
10,2024,4.0,38
11,2024,8.0,38
12,2024,6.0,38
1,2010,0.0,39
2,2010,0.0,39
3,2010,0.0,39
4,2010,0.0,39
5,2010,0.0,39
6,2010,0.0,39
7,2010,0.0,39
8,2010,0.0,39
9,2010,2.0,39
10,2010,0.0,39
11,2010,0.0,39
12,2010,0.0,39
1,2011,0.0,39
2,2011,0.0,39
3,2011,0.0,39
4,2011,0.0,39
5,2011,0.0,39
6,2011,0.0,39
7,2011,1.0,39
8,2011,0.0,39
9,2011,0.0,39
10,2011,0.0,39
11,2011,1.0,39
12,2011,1.0,39
1,2012,0.0,39
2,2012,1.0,39
3,2012,0.0,39
4,2012,0.0,39
5,2012,0.0,39
6,2012,0.0,39
7,2012,0.0,39
8,2012,0.0,39
9,2012,1.0,39
10,2012,0.0,39
11,2012,1.0,39
12,2012,1.0,39
1,2013,0.0,39
2,2013,0.0,39
3,2013,0.0,39
4,2013,0.0,39
5,2013,0.0,39
6,2013,0.0,39
7,2013,0.0,39
8,2013,2.0,39
9,2013,1.0,39
10,2013,0.0,39
11,2013,1.0,39
12,2013,1.0,39
1,2014,0.0,39
2,2014,1.0,39
3,2014,0.0,39
4,2014,0.0,39
5,2014,0.0,39
6,2014,0.0,39
7,2014,0.0,39
8,2014,0.0,39
9,2014,1.0,39
10,2014,0.0,39
11,2014,1.0,39
12,2014,1.0,39
1,2015,0.0,39
2,2015,0.0,39
3,2015,0.0,39
4,2015,0.0,39
5,2015,0.0,39
6,2015,0.0,39
7,2015,0.0,39
8,2015,1.0,39
9,2015,2.0,39
10,2015,4.0,39
11,2015,3.0,39
12,2015,1.0,39
1,2016,3.0,39
2,2016,1.0,39
3,2016,0.0,39
4,2016,0.0,39
5,2016,0.0,39
6,2016,0.0,39
7,2016,0.0,39
8,2016,0.0,39
9,2016,0.0,39
10,2016,0.0,39
11,2016,0.0,39
12,2016,0.0,39
1,2017,0.0,39
2,2017,0.0,39
3,2017,0.0,39
4,2017,0.0,39
5,2017,0.0,39
6,2017,0.0,39
7,2017,1.0,39
8,2017,0.0,39
9,2017,0.0,39
10,2017,1.0,39
11,2017,2.0,39
12,2017,1.0,39
1,2018,1.0,39
2,2018,0.0,39
3,2018,0.0,39
4,2018,0.0,39
5,2018,0.0,39
6,2018,1.0,39
7,2018,1.0,39
8,2018,1.0,39
9,2018,4.0,39
10,2018,2.0,39
11,2018,3.0,39
12,2018,1.0,39
1,2019,1.0,39
2,2019,1.0,39
3,2019,1.0,39
4,2019,0.0,39
5,2019,0.0,39
6,2019,2.0,39
7,2019,1.0,39
8,2019,3.0,39
9,2019,3.0,39
10,2019,4.0,39
11,2019,1.0,39
12,2019,4.0,39
1,2020,1.0,39
2,2020,0.0,39
3,2020,0.0,39
4,2020,0.0,39
5,2020,0.0,39
6,2020,0.0,39
7,2020,0.0,39
8,2020,0.0,39
9,2020,0.0,39
10,2020,0.0,39
11,2020,0.0,39
12,2020,0.0,39
1,2021,0.0,39
2,2021,2.0,39
3,2021,0.0,39
4,2021,0.0,39
5,2021,0.0,39
6,2021,0.0,39
7,2021,2.0,39
8,2021,0.0,39
9,2021,0.0,39
10,2021,0.0,39
11,2021,0.0,39
12,2021,0.0,39
1,2022,0.0,39
2,2022,0.0,39
3,2022,0.0,39
4,2022,0.0,39
5,2022,0.0,39
6,2022,0.0,39
7,2022,1.0,39
8,2022,0.0,39
9,2022,0.0,39
10,2022,0.0,39
11,2022,0.0,39
12,2022,1.0,39
1,2023,0.0,39
2,2023,0.0,39
3,2023,0.0,39
4,2023,0.0,39
5,2023,1.0,39
6,2023,0.0,39
7,2023,0.0,39
8,2023,0.0,39
9,2023,0.0,39
10,2023,0.0,39
11,2023,0.0,39
12,2023,0.0,39
1,2024,0.0,39
2,2024,0.0,39
3,2024,0.0,39
4,2024,0.0,39
5,2024,0.0,39
6,2024,0.0,39
7,2024,0.0,39
8,2024,0.0,39
9,2024,0.0,39
10,2024,4.0,39
11,2024,3.0,39
12,2024,6.0,39
1,2010,0.0,40
2,2010,0.0,40
3,2010,0.0,40
4,2010,0.0,40
5,2010,0.0,40
6,2010,0.0,40
7,2010,0.0,40
8,2010,0.0,40
9,2010,0.0,40
10,2010,0.0,40
11,2010,0.0,40
12,2010,1.0,40
1,2011,0.0,40
2,2011,1.0,40
3,2011,2.0,40
4,2011,0.0,40
5,2011,1.0,40
6,2011,1.0,40
7,2011,2.0,40
8,2011,3.0,40
9,2011,1.0,40
10,2011,0.0,40
11,2011,0.0,40
12,2011,0.0,40
1,2012,1.0,40
2,2012,0.0,40
3,2012,0.0,40
4,2012,0.0,40
5,2012,0.0,40
6,2012,1.0,40
7,2012,0.0,40
8,2012,0.0,40
9,2012,1.0,40
10,2012,0.0,40
11,2012,0.0,40
12,2012,0.0,40
1,2013,1.0,40
2,2013,0.0,40
3,2013,0.0,40
4,2013,0.0,40
5,2013,0.0,40
6,2013,1.0,40
7,2013,0.0,40
8,2013,0.0,40
9,2013,1.0,40
10,2013,0.0,40
11,2013,0.0,40
12,2013,0.0,40
1,2014,1.0,40
2,2014,0.0,40
3,2014,0.0,40
4,2014,0.0,40
5,2014,0.0,40
6,2014,1.0,40
7,2014,0.0,40
8,2014,0.0,40
9,2014,1.0,40
10,2014,0.0,40
11,2014,0.0,40
12,2014,0.0,40
1,2015,2.0,40
2,2015,0.0,40
3,2015,0.0,40
4,2015,0.0,40
5,2015,0.0,40
6,2015,0.0,40
7,2015,1.0,40
8,2015,0.0,40
9,2015,3.0,40
10,2015,4.0,40
11,2015,4.0,40
12,2015,1.0,40
1,2016,0.0,40
2,2016,0.0,40
3,2016,0.0,40
4,2016,0.0,40
5,2016,0.0,40
6,2016,0.0,40
7,2016,1.0,40
8,2016,0.0,40
9,2016,1.0,40
10,2016,0.0,40
11,2016,0.0,40
12,2016,0.0,40
1,2017,0.0,40
2,2017,0.0,40
3,2017,0.0,40
4,2017,0.0,40
5,2017,0.0,40
6,2017,0.0,40
7,2017,0.0,40
8,2017,0.0,40
9,2017,0.0,40
10,2017,0.0,40
11,2017,0.0,40
12,2017,1.0,40
1,2018,0.0,40
2,2018,2.0,40
3,2018,0.0,40
4,2018,0.0,40
5,2018,0.0,40
6,2018,0.0,40
7,2018,0.0,40
8,2018,0.0,40
9,2018,0.0,40
10,2018,0.0,40
11,2018,0.0,40
12,2018,0.0,40
1,2019,1.0,40
2,2019,1.0,40
3,2019,0.0,40
4,2019,0.0,40
5,2019,0.0,40
6,2019,0.0,40
7,2019,9.0,40
8,2019,2.0,40
9,2019,8.0,40
10,2019,4.0,40
11,2019,2.0,40
12,2019,1.0,40
1,2020,1.0,40
2,2020,0.0,40
3,2020,0.0,40
4,2020,0.0,40
5,2020,0.0,40
6,2020,0.0,40
7,2020,0.0,40
8,2020,0.0,40
9,2020,0.0,40
10,2020,0.0,40
11,2020,1.0,40
12,2020,0.0,40
1,2021,0.0,40
2,2021,0.0,40
3,2021,0.0,40
4,2021,0.0,40
5,2021,0.0,40
6,2021,0.0,40
7,2021,0.0,40
8,2021,0.0,40
9,2021,0.0,40
10,2021,1.0,40
11,2021,0.0,40
12,2021,0.0,40
1,2022,0.0,40
2,2022,1.0,40
3,2022,0.0,40
4,2022,0.0,40
5,2022,0.0,40
6,2022,0.0,40
7,2022,0.0,40
8,2022,0.0,40
9,2022,0.0,40
10,2022,0.0,40
11,2022,0.0,40
12,2022,0.0,40
1,2023,0.0,40
2,2023,0.0,40
3,2023,0.0,40
4,2023,0.0,40
5,2023,0.0,40
6,2023,0.0,40
7,2023,1.0,40
8,2023,1.0,40
9,2023,0.0,40
10,2023,0.0,40
11,2023,2.0,40
12,2023,0.0,40
1,2024,0.0,40
2,2024,0.0,40
3,2024,0.0,40
4,2024,0.0,40
5,2024,0.0,40
6,2024,0.0,40
7,2024,1.0,40
8,2024,1.0,40
9,2024,0.0,40
10,2024,1.0,40
11,2024,3.0,40
12,2024,1.0,40
1,2010,0.0,41
2,2010,0.0,41
3,2010,0.0,41
4,2010,0.0,41
5,2010,0.0,41
6,2010,0.0,41
7,2010,0.0,41
8,2010,0.0,41
9,2010,0.0,41
10,2010,0.0,41
11,2010,0.0,41
12,2010,0.0,41
1,2011,0.0,41
2,2011,1.0,41
3,2011,0.0,41
4,2011,1.0,41
5,2011,0.0,41
6,2011,0.0,41
7,2011,0.0,41
8,2011,0.0,41
9,2011,0.0,41
10,2011,0.0,41
11,2011,0.0,41
12,2011,0.0,41
1,2012,0.0,41
2,2012,0.0,41
3,2012,0.0,41
4,2012,0.0,41
5,2012,0.0,41
6,2012,0.0,41
7,2012,0.0,41
8,2012,1.0,41
9,2012,0.0,41
10,2012,0.0,41
11,2012,1.0,41
12,2012,0.0,41
1,2013,0.0,41
2,2013,0.0,41
3,2013,0.0,41
4,2013,0.0,41
5,2013,0.0,41
6,2013,0.0,41
7,2013,0.0,41
8,2013,0.0,41
9,2013,1.0,41
10,2013,0.0,41
11,2013,0.0,41
12,2013,0.0,41
1,2014,0.0,41
2,2014,0.0,41
3,2014,0.0,41
4,2014,0.0,41
5,2014,0.0,41
6,2014,0.0,41
7,2014,0.0,41
8,2014,1.0,41
9,2014,0.0,41
10,2014,0.0,41
11,2014,1.0,41
12,2014,0.0,41
1,2015,0.0,41
2,2015,1.0,41
3,2015,0.0,41
4,2015,0.0,41
5,2015,0.0,41
6,2015,0.0,41
7,2015,2.0,41
8,2015,1.0,41
9,2015,2.0,41
10,2015,2.0,41
11,2015,7.0,41
12,2015,0.0,41
1,2016,2.0,41
2,2016,0.0,41
3,2016,0.0,41
4,2016,0.0,41
5,2016,0.0,41
6,2016,0.0,41
7,2016,0.0,41
8,2016,0.0,41
9,2016,0.0,41
10,2016,0.0,41
11,2016,0.0,41
12,2016,0.0,41
1,2017,0.0,41
2,2017,0.0,41
3,2017,0.0,41
4,2017,0.0,41
5,2017,0.0,41
6,2017,0.0,41
7,2017,0.0,41
8,2017,0.0,41
9,2017,0.0,41
10,2017,1.0,41
11,2017,0.0,41
12,2017,0.0,41
1,2018,0.0,41
2,2018,0.0,41
3,2018,2.0,41
4,2018,0.0,41
5,2018,0.0,41
6,2018,0.0,41
7,2018,0.0,41
8,2018,0.0,41
9,2018,0.0,41
10,2018,1.0,41
11,2018,0.0,41
12,2018,4.0,41
1,2019,0.0,41
2,2019,2.0,41
3,2019,1.0,41
4,2019,0.0,41
5,2019,0.0,41
6,2019,0.0,41
7,2019,4.0,41
8,2019,2.0,41
9,2019,6.0,41
10,2019,5.0,41
11,2019,7.0,41
12,2019,1.0,41
1,2020,0.0,41
2,2020,1.0,41
3,2020,1.0,41
4,2020,0.0,41
5,2020,0.0,41
6,2020,0.0,41
7,2020,0.0,41
8,2020,0.0,41
9,2020,0.0,41
10,2020,0.0,41
11,2020,0.0,41
12,2020,0.0,41
1,2021,0.0,41
2,2021,0.0,41
3,2021,0.0,41
4,2021,0.0,41
5,2021,0.0,41
6,2021,0.0,41
7,2021,0.0,41
8,2021,0.0,41
9,2021,0.0,41
10,2021,0.0,41
11,2021,0.0,41
12,2021,0.0,41
1,2022,0.0,41
2,2022,0.0,41
3,2022,0.0,41
4,2022,0.0,41
5,2022,0.0,41
6,2022,0.0,41
7,2022,0.0,41
8,2022,1.0,41
9,2022,1.0,41
10,2022,0.0,41
11,2022,1.0,41
12,2022,0.0,41
1,2023,0.0,41
2,2023,0.0,41
3,2023,0.0,41
4,2023,0.0,41
5,2023,0.0,41
6,2023,0.0,41
7,2023,2.0,41
8,2023,0.0,41
9,2023,0.0,41
10,2023,0.0,41
11,2023,0.0,41
12,2023,0.0,41
1,2024,1.0,41
2,2024,2.0,41
3,2024,0.0,41
4,2024,0.0,41
5,2024,0.0,41
6,2024,0.0,41
7,2024,0.0,41
8,2024,1.0,41
9,2024,0.0,41
10,2024,0.0,41
11,2024,1.0,41
12,2024,0.0,41
1,2010,0.0,42
2,2010,0.0,42
3,2010,0.0,42
4,2010,0.0,42
5,2010,0.0,42
6,2010,0.0,42
7,2010,1.0,42
8,2010,5.0,42
9,2010,3.0,42
10,2010,0.0,42
11,2010,0.0,42
12,2010,0.0,42
1,2011,1.0,42
2,2011,0.0,42
3,2011,1.0,42
4,2011,0.0,42
5,2011,0.0,42
6,2011,0.0,42
7,2011,0.0,42
8,2011,0.0,42
9,2011,0.0,42
10,2011,2.0,42
11,2011,0.0,42
12,2011,0.0,42
1,2012,0.0,42
2,2012,0.0,42
3,2012,0.0,42
4,2012,0.0,42
5,2012,0.0,42
6,2012,0.0,42
7,2012,0.0,42
8,2012,0.0,42
9,2012,0.0,42
10,2012,2.0,42
11,2012,0.0,42
12,2012,1.0,42
1,2013,0.0,42
2,2013,0.0,42
3,2013,0.0,42
4,2013,0.0,42
5,2013,0.0,42
6,2013,0.0,42
7,2013,1.0,42
8,2013,0.0,42
9,2013,8.0,42
10,2013,1.0,42
11,2013,0.0,42
12,2013,0.0,42
1,2014,0.0,42
2,2014,0.0,42
3,2014,0.0,42
4,2014,0.0,42
5,2014,0.0,42
6,2014,0.0,42
7,2014,0.0,42
8,2014,0.0,42
9,2014,0.0,42
10,2014,2.0,42
11,2014,0.0,42
12,2014,1.0,42
1,2015,0.0,42
2,2015,0.0,42
3,2015,1.0,42
4,2015,0.0,42
5,2015,0.0,42
6,2015,3.0,42
7,2015,7.0,42
8,2015,5.0,42
9,2015,5.0,42
10,2015,1.0,42
11,2015,0.0,42
12,2015,0.0,42
1,2016,1.0,42
2,2016,1.0,42
3,2016,0.0,42
4,2016,0.0,42
5,2016,0.0,42
6,2016,0.0,42
7,2016,0.0,42
8,2016,0.0,42
9,2016,0.0,42
10,2016,0.0,42
11,2016,0.0,42
12,2016,0.0,42
1,2017,1.0,42
2,2017,0.0,42
3,2017,0.0,42
4,2017,0.0,42
5,2017,0.0,42
6,2017,0.0,42
7,2017,1.0,42
8,2017,1.0,42
9,2017,0.0,42
10,2017,0.0,42
11,2017,2.0,42
12,2017,0.0,42
1,2018,1.0,42
2,2018,0.0,42
3,2018,0.0,42
4,2018,0.0,42
5,2018,0.0,42
6,2018,0.0,42
7,2018,0.0,42
8,2018,0.0,42
9,2018,1.0,42
10,2018,5.0,42
11,2018,0.0,42
12,2018,0.0,42
1,2019,1.0,42
2,2019,0.0,42
3,2019,1.0,42
4,2019,0.0,42
5,2019,1.0,42
6,2019,0.0,42
7,2019,1.0,42
8,2019,0.0,42
9,2019,6.0,42
10,2019,0.0,42
11,2019,1.0,42
12,2019,1.0,42
1,2020,1.0,42
2,2020,1.0,42
3,2020,0.0,42
4,2020,0.0,42
5,2020,0.0,42
6,2020,0.0,42
7,2020,0.0,42
8,2020,0.0,42
9,2020,0.0,42
10,2020,0.0,42
11,2020,1.0,42
12,2020,0.0,42
1,2021,3.0,42
2,2021,0.0,42
3,2021,0.0,42
4,2021,1.0,42
5,2021,0.0,42
6,2021,0.0,42
7,2021,0.0,42
8,2021,0.0,42
9,2021,0.0,42
10,2021,0.0,42
11,2021,0.0,42
12,2021,0.0,42
1,2022,0.0,42
2,2022,1.0,42
3,2022,0.0,42
4,2022,1.0,42
5,2022,0.0,42
6,2022,0.0,42
7,2022,1.0,42
8,2022,4.0,42
9,2022,2.0,42
10,2022,1.0,42
11,2022,0.0,42
12,2022,0.0,42
1,2023,0.0,42
2,2023,0.0,42
3,2023,1.0,42
4,2023,0.0,42
5,2023,0.0,42
6,2023,0.0,42
7,2023,0.0,42
8,2023,0.0,42
9,2023,0.0,42
10,2023,2.0,42
11,2023,0.0,42
12,2023,0.0,42
1,2024,0.0,42
2,2024,0.0,42
3,2024,0.0,42
4,2024,0.0,42
5,2024,0.0,42
6,2024,0.0,42
7,2024,1.0,42
8,2024,1.0,42
9,2024,1.0,42
10,2024,3.0,42
11,2024,5.0,42
12,2024,4.0,42
1,2010,0.0,43
2,2010,0.0,43
3,2010,0.0,43
4,2010,0.0,43
5,2010,0.0,43
6,2010,0.0,43
7,2010,0.0,43
8,2010,2.0,43
9,2010,0.0,43
10,2010,0.0,43
11,2010,0.0,43
12,2010,0.0,43
1,2011,0.0,43
2,2011,0.0,43
3,2011,0.0,43
4,2011,0.0,43
5,2011,0.0,43
6,2011,0.0,43
7,2011,0.0,43
8,2011,2.0,43
9,2011,0.0,43
10,2011,0.0,43
11,2011,0.0,43
12,2011,0.0,43
1,2012,0.0,43
2,2012,0.0,43
3,2012,0.0,43
4,2012,1.0,43
5,2012,0.0,43
6,2012,0.0,43
7,2012,0.0,43
8,2012,0.0,43
9,2012,0.0,43
10,2012,0.0,43
11,2012,0.0,43
12,2012,0.0,43
1,2013,0.0,43
2,2013,0.0,43
3,2013,0.0,43
4,2013,0.0,43
5,2013,0.0,43
6,2013,0.0,43
7,2013,0.0,43
8,2013,0.0,43
9,2013,0.0,43
10,2013,1.0,43
11,2013,1.0,43
12,2013,0.0,43
1,2014,0.0,43
2,2014,0.0,43
3,2014,0.0,43
4,2014,1.0,43
5,2014,0.0,43
6,2014,0.0,43
7,2014,0.0,43
8,2014,0.0,43
9,2014,0.0,43
10,2014,0.0,43
11,2014,0.0,43
12,2014,0.0,43
1,2015,0.0,43
2,2015,0.0,43
3,2015,0.0,43
4,2015,0.0,43
5,2015,0.0,43
6,2015,0.0,43
7,2015,1.0,43
8,2015,0.0,43
9,2015,2.0,43
10,2015,0.0,43
11,2015,1.0,43
12,2015,0.0,43
1,2016,0.0,43
2,2016,0.0,43
3,2016,0.0,43
4,2016,0.0,43
5,2016,0.0,43
6,2016,0.0,43
7,2016,1.0,43
8,2016,0.0,43
9,2016,0.0,43
10,2016,0.0,43
11,2016,0.0,43
12,2016,0.0,43
1,2017,0.0,43
2,2017,0.0,43
3,2017,0.0,43
4,2017,0.0,43
5,2017,0.0,43
6,2017,0.0,43
7,2017,0.0,43
8,2017,0.0,43
9,2017,0.0,43
10,2017,1.0,43
11,2017,0.0,43
12,2017,1.0,43
1,2018,0.0,43
2,2018,1.0,43
3,2018,0.0,43
4,2018,0.0,43
5,2018,0.0,43
6,2018,0.0,43
7,2018,0.0,43
8,2018,0.0,43
9,2018,0.0,43
10,2018,0.0,43
11,2018,0.0,43
12,2018,1.0,43
1,2019,0.0,43
2,2019,0.0,43
3,2019,0.0,43
4,2019,0.0,43
5,2019,0.0,43
6,2019,1.0,43
7,2019,1.0,43
8,2019,2.0,43
9,2019,3.0,43
10,2019,1.0,43
11,2019,0.0,43
12,2019,0.0,43
1,2020,0.0,43
2,2020,0.0,43
3,2020,0.0,43
4,2020,0.0,43
5,2020,0.0,43
6,2020,0.0,43
7,2020,0.0,43
8,2020,0.0,43
9,2020,0.0,43
10,2020,0.0,43
11,2020,1.0,43
12,2020,1.0,43
1,2021,2.0,43
2,2021,0.0,43
3,2021,0.0,43
4,2021,0.0,43
5,2021,0.0,43
6,2021,0.0,43
7,2021,0.0,43
8,2021,0.0,43
9,2021,0.0,43
10,2021,0.0,43
11,2021,0.0,43
12,2021,0.0,43
1,2022,0.0,43
2,2022,0.0,43
3,2022,1.0,43
4,2022,0.0,43
5,2022,0.0,43
6,2022,0.0,43
7,2022,0.0,43
8,2022,1.0,43
9,2022,0.0,43
10,2022,0.0,43
11,2022,0.0,43
12,2022,0.0,43
1,2023,1.0,43
2,2023,0.0,43
3,2023,0.0,43
4,2023,0.0,43
5,2023,0.0,43
6,2023,0.0,43
7,2023,0.0,43
8,2023,0.0,43
9,2023,0.0,43
10,2023,0.0,43
11,2023,0.0,43
12,2023,1.0,43
1,2024,0.0,43
2,2024,0.0,43
3,2024,0.0,43
4,2024,0.0,43
5,2024,1.0,43
6,2024,0.0,43
7,2024,0.0,43
8,2024,1.0,43
9,2024,3.0,43
10,2024,3.0,43
11,2024,3.0,43
12,2024,0.0,43
1,2010,0.0,44
2,2010,0.0,44
3,2010,0.0,44
4,2010,0.0,44
5,2010,0.0,44
6,2010,0.0,44
7,2010,1.0,44
8,2010,2.0,44
9,2010,7.0,44
10,2010,7.0,44
11,2010,6.0,44
12,2010,2.0,44
1,2011,6.0,44
2,2011,3.0,44
3,2011,4.0,44
4,2011,1.0,44
5,2011,0.0,44
6,2011,1.0,44
7,2011,2.0,44
8,2011,6.0,44
9,2011,3.0,44
10,2011,3.0,44
11,2011,5.0,44
12,2011,1.0,44
1,2012,2.0,44
2,2012,1.0,44
3,2012,0.0,44
4,2012,0.0,44
5,2012,2.0,44
6,2012,0.0,44
7,2012,2.0,44
8,2012,2.0,44
9,2012,4.0,44
10,2012,2.0,44
11,2012,2.0,44
12,2012,2.0,44
1,2013,0.0,44
2,2013,0.0,44
3,2013,1.0,44
4,2013,0.0,44
5,2013,0.0,44
6,2013,0.0,44
7,2013,2.0,44
8,2013,8.0,44
9,2013,6.0,44
10,2013,5.0,44
11,2013,3.0,44
12,2013,0.0,44
1,2014,2.0,44
2,2014,1.0,44
3,2014,0.0,44
4,2014,0.0,44
5,2014,2.0,44
6,2014,0.0,44
7,2014,2.0,44
8,2014,2.0,44
9,2014,4.0,44
10,2014,2.0,44
11,2014,2.0,44
12,2014,2.0,44
1,2015,1.0,44
2,2015,2.0,44
3,2015,1.0,44
4,2015,0.0,44
5,2015,0.0,44
6,2015,0.0,44
7,2015,1.0,44
8,2015,2.0,44
9,2015,10.0,44
10,2015,14.0,44
11,2015,8.0,44
12,2015,5.0,44
1,2016,2.0,44
2,2016,1.0,44
3,2016,0.0,44
4,2016,0.0,44
5,2016,0.0,44
6,2016,0.0,44
7,2016,1.0,44
8,2016,1.0,44
9,2016,2.0,44
10,2016,2.0,44
11,2016,0.0,44
12,2016,4.0,44
1,2017,2.0,44
2,2017,1.0,44
3,2017,0.0,44
4,2017,2.0,44
5,2017,0.0,44
6,2017,0.0,44
7,2017,2.0,44
8,2017,1.0,44
9,2017,2.0,44
10,2017,4.0,44
11,2017,7.0,44
12,2017,1.0,44
1,2018,3.0,44
2,2018,6.0,44
3,2018,0.0,44
4,2018,0.0,44
5,2018,0.0,44
6,2018,1.0,44
7,2018,3.0,44
8,2018,1.0,44
9,2018,2.0,44
10,2018,3.0,44
11,2018,3.0,44
12,2018,4.0,44
1,2019,3.0,44
2,2019,2.0,44
3,2019,2.0,44
4,2019,1.0,44
5,2019,2.0,44
6,2019,0.0,44
7,2019,18.0,44
8,2019,19.0,44
9,2019,35.0,44
10,2019,15.0,44
11,2019,7.0,44
12,2019,1.0,44
1,2020,1.0,44
2,2020,4.0,44
3,2020,1.0,44
4,2020,0.0,44
5,2020,0.0,44
6,2020,0.0,44
7,2020,0.0,44
8,2020,0.0,44
9,2020,1.0,44
10,2020,0.0,44
11,2020,3.0,44
12,2020,0.0,44
1,2021,1.0,44
2,2021,0.0,44
3,2021,2.0,44
4,2021,0.0,44
5,2021,0.0,44
6,2021,1.0,44
7,2021,2.0,44
8,2021,0.0,44
9,2021,0.0,44
10,2021,1.0,44
11,2021,2.0,44
12,2021,1.0,44
1,2022,1.0,44
2,2022,1.0,44
3,2022,0.0,44
4,2022,1.0,44
5,2022,1.0,44
6,2022,0.0,44
7,2022,0.0,44
8,2022,2.0,44
9,2022,3.0,44
10,2022,2.0,44
11,2022,0.0,44
12,2022,0.0,44
1,2023,1.0,44
2,2023,0.0,44
3,2023,0.0,44
4,2023,0.0,44
5,2023,1.0,44
6,2023,0.0,44
7,2023,1.0,44
8,2023,0.0,44
9,2023,2.0,44
10,2023,1.0,44
11,2023,1.0,44
12,2023,0.0,44
1,2024,1.0,44
2,2024,0.0,44
3,2024,0.0,44
4,2024,2.0,44
5,2024,0.0,44
6,2024,0.0,44
7,2024,0.0,44
8,2024,0.0,44
9,2024,2.0,44
10,2024,1.0,44
11,2024,7.0,44
12,2024,11.0,44
1,2010,0.0,45
2,2010,0.0,45
3,2010,0.0,45
4,2010,0.0,45
5,2010,0.0,45
6,2010,0.0,45
7,2010,0.0,45
8,2010,0.0,45
9,2010,0.0,45
10,2010,2.0,45
11,2010,1.0,45
12,2010,0.0,45
1,2011,0.0,45
2,2011,0.0,45
3,2011,0.0,45
4,2011,0.0,45
5,2011,0.0,45
6,2011,0.0,45
7,2011,1.0,45
8,2011,0.0,45
9,2011,1.0,45
10,2011,0.0,45
11,2011,0.0,45
12,2011,0.0,45
1,2012,0.0,45
2,2012,0.0,45
3,2012,0.0,45
4,2012,0.0,45
5,2012,1.0,45
6,2012,0.0,45
7,2012,1.0,45
8,2012,0.0,45
9,2012,1.0,45
10,2012,0.0,45
11,2012,0.0,45
12,2012,0.0,45
1,2013,0.0,45
2,2013,0.0,45
3,2013,0.0,45
4,2013,0.0,45
5,2013,0.0,45
6,2013,0.0,45
7,2013,2.0,45
8,2013,0.0,45
9,2013,0.0,45
10,2013,0.0,45
11,2013,2.0,45
12,2013,0.0,45
1,2014,0.0,45
2,2014,0.0,45
3,2014,0.0,45
4,2014,0.0,45
5,2014,1.0,45
6,2014,0.0,45
7,2014,1.0,45
8,2014,0.0,45
9,2014,1.0,45
10,2014,0.0,45
11,2014,0.0,45
12,2014,0.0,45
1,2015,0.0,45
2,2015,0.0,45
3,2015,0.0,45
4,2015,0.0,45
5,2015,0.0,45
6,2015,2.0,45
7,2015,0.0,45
8,2015,5.0,45
9,2015,3.0,45
10,2015,5.0,45
11,2015,4.0,45
12,2015,0.0,45
1,2016,0.0,45
2,2016,0.0,45
3,2016,0.0,45
4,2016,0.0,45
5,2016,0.0,45
